,Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
332,2020,Alize Johnson,PF,23.0,IND,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,2020,B.J. Johnson,SF,24.0,ORL,1.0,0.0,4.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
334,2020,Stanley Johnson,PF,23.0,TOR,3.0,0.0,6.7,1.7,3.7,0.455,0.7,1.7,0.4,1.0,2.0,0.5,0.545,0.3,0.3,1.0,0.3,1.0,1.3,2.0,0.0,0.0,0.3,1.0,4.3
335,2020,Tyler Johnson,SG,27.0,BRK,4.0,2.0,23.3,5.3,11.5,0.457,2.8,7.0,0.393,2.5,4.5,0.556,0.576,0.5,0.5,1.0,0.0,1.8,1.8,2.3,0.0,0.3,0.8,2.8,13.8
336,2020,Nikola Jokić,C,24.0,DEN,19.0,19.0,36.5,9.4,18.1,0.519,2.2,5.2,0.429,7.2,12.9,0.555,0.58,3.5,4.2,0.835,1.9,7.9,9.8,5.7,1.1,0.8,3.3,3.6,24.4
337,2020,Derrick Jones Jr.,SF,22.0,MIA,15.0,0.0,6.5,0.5,1.1,0.471,0.3,0.6,0.444,0.3,0.5,0.5,0.588,0.1,0.3,0.4,0.4,0.4,0.8,0.5,0.4,0.3,0.1,0.8,1.5
338,2020,Michael Kidd-Gilchrist,PF,26.0,DAL,6.0,0.0,9.2,0.7,2.3,0.286,0.3,1.5,0.222,0.3,0.8,0.4,0.357,0.7,1.0,0.667,0.3,0.7,1.0,0.5,0.2,0.2,0.2,1.3,2.3
339,2020,Maxi Kleber,PF,28.0,DAL,6.0,6.0,33.8,2.2,6.5,0.333,0.8,4.3,0.192,1.3,2.2,0.615,0.397,1.5,2.0,0.75,1.7,4.8,6.5,1.5,0.3,1.2,0.7,3.3,6.7
340,2020,Furkan Korkmaz,SG,22.0,PHI,4.0,0.0,10.0,0.0,1.8,0.0,0.0,1.5,0.0,0.0,0.3,0.0,0.0,0.8,1.3,0.6,0.0,1.5,1.5,0.5,0.3,0.0,0.5,0.8,0.8
341,2020,Kyle Korver,SF,38.0,MIL,10.0,0.0,11.9,2.0,4.7,0.426,1.5,3.7,0.405,0.5,1.0,0.5,0.585,0.7,0.7,1.0,0.1,0.7,0.8,0.1,0.3,0.1,0.5,0.9,6.2
342,2020,Rodions Kurucs,PF,21.0,BRK,4.0,1.0,14.5,2.8,5.0,0.55,0.0,2.0,0.0,2.8,3.0,0.917,0.55,0.0,0.5,0.0,0.8,2.5,3.3,0.8,0.3,0.5,0.8,2.3,5.5
343,2020,Kyle Kuzma,PF,24.0,LAL,21.0,0.0,23.0,3.7,8.5,0.43,1.2,4.0,0.313,2.4,4.6,0.531,0.503,1.4,1.8,0.784,0.9,2.2,3.1,0.8,0.3,0.3,1.0,2.4,10.0
344,2020,Romeo Langford,SG,20.0,BOS,7.0,0.0,6.6,0.6,1.4,0.4,0.1,0.3,0.5,0.4,1.1,0.375,0.45,0.1,0.3,0.5,0.0,0.4,0.4,0.3,0.1,0.0,0.3,0.6,1.4
345,2020,Vic Law,PF,24.0,ORL,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
346,2020,Kawhi Leonard,SF,28.0,LAC,13.0,13.0,39.3,10.1,20.6,0.489,1.8,5.6,0.329,8.2,15.0,0.549,0.534,6.2,7.2,0.862,1.8,7.5,9.3,5.5,2.3,0.8,2.5,2.2,28.2
347,2020,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
348,2020,Meyers Leonard,C,27.0,MIA,3.0,2.0,10.3,1.7,2.7,0.625,0.7,1.3,0.5,1.0,1.3,0.75,0.75,0.7,0.7,1.0,0.0,0.3,0.3,1.0,0.3,0.0,0.0,1.3,4.7
349,2020,Caris LeVert,SG,25.0,BRK,4.0,4.0,35.0,6.8,18.3,0.37,2.3,5.3,0.429,4.5,13.0,0.346,0.432,4.5,6.3,0.72,2.0,4.0,6.0,9.5,1.3,0.3,3.3,1.8,20.3
350,2020,Damian Lillard,PG,29.0,POR,4.0,4.0,35.8,6.5,16.0,0.406,3.3,8.3,0.394,3.3,7.8,0.419,0.508,8.0,8.3,0.97,0.3,3.3,3.5,4.3,0.5,0.3,3.5,1.0,24.3
351,2020,Brook Lopez,C,31.0,MIL,10.0,10.0,32.8,6.1,11.4,0.535,2.1,5.3,0.396,4.0,6.1,0.656,0.627,1.5,2.0,0.75,1.9,3.6,5.5,0.5,1.0,1.3,1.2,2.7,15.8
352,2020,Robin Lopez,C,31.0,MIL,3.0,0.0,7.0,1.0,1.3,0.75,0.0,0.0,,1.0,1.3,0.75,0.75,0.0,0.0,,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.7,2.0
353,2020,Kyle Lowry,PG,33.0,TOR,11.0,11.0,37.5,5.6,13.5,0.419,2.1,6.5,0.319,3.5,6.9,0.513,0.497,4.4,5.5,0.8,0.7,5.8,6.5,5.8,1.7,0.7,2.5,3.6,17.7
354,2020,Timothé Luwawu-Cabarrot,SF,24.0,BRK,4.0,3.0,32.8,5.0,14.8,0.339,3.3,9.8,0.333,1.8,5.0,0.35,0.449,2.8,3.0,0.917,0.3,3.5,3.8,1.5,0.8,0.0,2.0,3.5,16.0
355,2020,Terance Mann,SF,23.0,LAC,13.0,0.0,2.1,0.2,0.4,0.4,0.0,0.2,0.0,0.2,0.2,0.667,0.4,0.0,0.0,,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.3,0.3
356,2020,Boban Marjanović,C,31.0,DAL,6.0,0.0,13.7,2.8,5.0,0.567,0.0,0.2,0.0,2.8,4.8,0.586,0.567,1.2,1.5,0.778,1.0,4.8,5.8,0.8,0.0,0.3,0.5,1.5,6.8
357,2020,Jeremiah Martin,PG,23.0,BRK,3.0,0.0,9.0,1.3,4.7,0.286,1.0,1.7,0.6,0.3,3.0,0.111,0.393,0.3,0.3,1.0,0.0,1.0,1.0,1.3,0.0,0.3,0.7,0.7,4.0
358,2020,Frank Mason III,PG,25.0,MIL,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
359,2020,Wesley Matthews,SG,33.0,MIL,10.0,10.0,24.6,2.4,5.7,0.421,1.7,4.3,0.395,0.7,1.4,0.5,0.57,0.7,1.0,0.7,0.6,1.2,1.8,0.9,0.9,0.4,0.7,2.0,7.2
360,2020,CJ McCollum,SG,28.0,POR,5.0,5.0,39.2,8.8,19.8,0.444,2.6,7.0,0.371,6.2,12.8,0.484,0.51,3.0,4.4,0.682,1.0,4.8,5.8,3.2,1.2,0.4,3.0,2.0,23.2
361,2020,T.J. McConnell,PG,27.0,IND,3.0,0.0,9.3,1.0,2.7,0.375,0.0,0.0,,1.0,2.7,0.375,0.375,0.3,0.7,0.5,0.0,2.0,2.0,2.3,0.0,0.0,0.7,1.3,2.3
362,2020,Doug McDermott,PF,28.0,IND,4.0,0.0,13.5,1.0,3.8,0.267,0.5,2.5,0.2,0.5,1.3,0.4,0.333,0.0,0.0,,0.0,0.8,0.8,0.3,0.3,0.0,0.3,0.8,2.5
363,2020,JaVale McGee,C,32.0,LAL,14.0,11.0,9.6,1.4,2.3,0.625,0.0,0.1,0.0,1.4,2.1,0.667,0.625,0.1,0.1,0.5,1.1,2.0,3.1,0.5,0.1,0.7,0.6,1.6,2.9
364,2020,Rodney McGruder,SG,28.0,LAC,5.0,0.0,3.2,0.6,1.0,0.6,0.4,0.6,0.667,0.2,0.4,0.5,0.8,0.0,0.0,,0.2,0.6,0.8,0.4,0.0,0.0,0.0,0.0,1.6
365,2020,Ben McLemore,SF,26.0,HOU,11.0,0.0,11.8,1.4,3.6,0.375,1.3,3.3,0.389,0.1,0.4,0.25,0.55,0.0,0.0,,0.2,0.8,1.0,0.5,0.4,0.0,0.3,0.7,4.0
366,2020,Khris Middleton,SF,28.0,MIL,10.0,10.0,35.5,7.1,18.0,0.394,2.3,6.5,0.354,4.8,11.5,0.417,0.458,3.8,4.6,0.826,0.5,6.4,6.9,6.0,1.1,0.2,3.4,4.1,20.3
367,2020,Malcolm Miller,SF,26.0,TOR,1.0,0.0,5.0,1.0,3.0,0.333,1.0,1.0,1.0,0.0,2.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
368,2020,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
369,2020,Paul Millsap,PF,34.0,DEN,19.0,19.0,24.2,2.5,6.2,0.398,0.8,2.3,0.341,1.7,3.9,0.432,0.462,2.3,2.8,0.796,1.4,3.3,4.7,1.2,0.6,0.5,1.3,2.6,8.0
370,2020,Shake Milton,SG,23.0,PHI,4.0,4.0,31.5,5.3,11.0,0.477,2.5,6.3,0.4,2.8,4.8,0.579,0.591,1.5,1.8,0.857,0.3,3.0,3.3,2.8,0.5,0.0,1.5,3.3,14.5
371,2020,Donovan Mitchell,SG,23.0,UTA,7.0,7.0,37.7,11.9,22.4,0.529,4.7,9.1,0.516,7.1,13.3,0.538,0.634,7.9,8.3,0.948,0.9,4.1,5.0,4.9,1.0,0.3,4.1,1.6,36.3
372,2020,Juwan Morgan,PF,22.0,UTA,7.0,2.0,12.3,0.4,1.7,0.25,0.3,1.4,0.2,0.1,0.3,0.5,0.333,0.3,0.9,0.333,0.9,2.1,3.0,0.7,0.3,0.0,0.1,1.6,1.4
373,2020,Marcus Morris,PF,30.0,LAC,13.0,13.0,29.8,4.3,8.5,0.505,2.2,4.5,0.475,2.2,4.0,0.538,0.631,1.0,1.1,0.929,0.8,4.0,4.8,1.6,0.8,0.1,0.7,3.0,11.8
374,2020,Markieff Morris,PF,30.0,LAL,21.0,2.0,18.3,2.1,4.7,0.449,1.4,3.3,0.42,0.7,1.4,0.517,0.597,0.3,0.4,0.778,0.6,2.5,3.0,1.0,0.3,0.1,0.8,2.6,5.9
375,2020,Monte Morris,PG,24.0,DEN,19.0,4.0,21.4,3.5,7.0,0.496,0.6,2.1,0.3,2.8,4.9,0.581,0.541,1.5,1.8,0.824,0.2,1.3,1.5,2.7,0.6,0.1,0.5,1.1,9.1
376,2020,Emmanuel Mudiay,PG,23.0,UTA,3.0,0.0,11.3,1.7,4.7,0.357,0.7,1.0,0.667,1.0,3.7,0.273,0.429,0.3,0.7,0.5,0.3,1.7,2.0,0.7,0.0,0.3,0.3,0.0,4.3
377,2020,Jamal Murray,PG,22.0,DEN,19.0,19.0,39.6,9.8,19.4,0.505,3.3,7.2,0.453,6.5,12.2,0.537,0.59,3.7,4.1,0.897,1.1,3.8,4.8,6.6,0.9,0.3,2.8,2.2,26.5
378,2020,Džanan Musa,SF,20.0,BRK,3.0,0.0,13.0,0.7,3.7,0.182,0.0,2.0,0.0,0.7,1.7,0.4,0.182,3.3,4.7,0.714,0.3,0.7,1.0,1.3,0.0,0.3,1.0,0.7,4.7
379,2020,Mike Muscala,C,28.0,OKC,2.0,0.0,10.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,0.0,0.0,,0.0,2.0,2.0,0.5,0.0,0.0,0.0,1.0,1.5
380,2020,Abdel Nader,SF,26.0,OKC,3.0,0.0,8.3,0.3,2.3,0.143,0.3,1.7,0.2,0.0,0.7,0.0,0.214,0.3,0.7,0.5,0.3,0.7,1.0,0.0,0.3,0.7,0.0,0.3,1.3
381,2020,Raul Neto,PG,27.0,PHI,2.0,0.0,13.0,1.5,4.5,0.333,1.0,2.5,0.4,0.5,2.0,0.25,0.444,0.0,0.0,,0.0,1.5,1.5,1.5,0.5,0.0,0.5,0.0,4.0
382,2020,Georges Niang,PF,26.0,UTA,7.0,0.0,16.3,3.1,6.3,0.5,1.7,4.1,0.414,1.4,2.1,0.667,0.636,0.3,0.3,1.0,0.6,1.6,2.1,0.6,0.0,0.1,0.3,1.3,8.3
383,2020,Joakim Noah,C,34.0,LAC,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,2020,Nerlens Noel,C,25.0,OKC,7.0,0.0,13.9,1.1,2.4,0.471,0.0,0.1,0.0,1.1,2.3,0.5,0.471,0.7,1.4,0.5,0.7,3.4,4.1,0.4,0.3,0.7,0.3,2.1,3.0
385,2020,Kendrick Nunn,PG,24.0,MIA,15.0,0.0,15.9,2.4,6.1,0.391,0.8,2.9,0.279,1.6,3.3,0.49,0.457,0.5,0.5,1.0,0.2,1.9,2.1,1.3,0.2,0.2,0.8,1.4,6.1
386,2020,Jusuf Nurkić,C,25.0,POR,5.0,5.0,32.2,5.0,11.4,0.439,0.6,2.2,0.273,4.4,9.2,0.478,0.465,3.6,4.6,0.783,2.8,7.6,10.4,3.6,1.4,0.2,2.6,4.2,14.2
387,2020,Royce O'Neale,SF,26.0,UTA,7.0,7.0,35.6,1.9,4.6,0.406,1.4,3.1,0.455,0.4,1.4,0.3,0.563,0.4,0.9,0.5,0.4,5.0,5.4,2.7,1.3,0.3,1.9,3.6,5.6
388,2020,Kyle O'Quinn,C,29.0,PHI,1.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0
389,2020,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
390,2020,Semi Ojeleye,PF,25.0,BOS,13.0,0.0,9.4,0.5,2.2,0.25,0.4,1.8,0.217,0.2,0.4,0.4,0.339,0.2,0.2,1.0,0.2,0.8,0.9,0.1,0.2,0.0,0.1,0.7,1.6
391,2020,Victor Oladipo,SG,27.0,IND,4.0,4.0,30.8,5.5,14.0,0.393,3.0,8.3,0.364,2.5,5.8,0.435,0.5,3.8,4.0,0.938,0.0,3.3,3.3,2.5,2.3,0.0,3.5,3.5,17.8
392,2020,Kelly Olynyk,C,28.0,MIA,17.0,0.0,15.2,2.6,5.6,0.474,1.0,2.9,0.347,1.6,2.7,0.609,0.563,1.4,1.6,0.821,0.8,3.9,4.6,1.1,0.2,0.5,0.8,2.1,7.6
393,2020,Miye Oni,SF,22.0,UTA,2.0,0.0,7.0,1.5,3.0,0.5,0.5,2.0,0.25,1.0,1.0,1.0,0.583,0.0,0.0,,1.0,1.0,2.0,0.0,0.5,0.5,0.5,1.0,3.5
394,2020,Patrick Patterson,PF,30.0,LAC,2.0,0.0,5.0,1.5,1.5,1.0,1.5,1.5,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.5,4.5
395,2020,Chris Paul,PG,34.0,OKC,7.0,7.0,37.3,7.9,16.0,0.491,2.3,6.1,0.372,5.6,9.9,0.565,0.563,3.3,3.7,0.885,0.4,7.0,7.4,5.3,1.6,0.4,3.3,2.6,21.3
396,2020,Norvel Pelle,C,26.0,PHI,1.0,0.0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
397,2020,Mason Plumlee,C,29.0,DEN,19.0,0.0,10.8,1.0,2.1,0.487,0.0,0.1,0.0,1.0,2.0,0.5,0.487,0.4,0.6,0.667,1.6,1.6,3.2,1.3,0.2,0.4,0.6,2.1,2.4
398,2020,Vincent Poirier,C,26.0,BOS,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
399,2020,Michael Porter Jr.,SF,21.0,DEN,19.0,3.0,23.7,4.1,8.6,0.476,1.8,4.7,0.382,2.3,3.9,0.587,0.579,1.4,1.8,0.743,1.1,5.6,6.7,0.8,0.7,0.3,1.3,2.3,11.4
400,2020,Kristaps Porziņģis,C,24.0,DAL,3.0,3.0,31.3,7.0,13.3,0.525,3.0,5.7,0.529,4.0,7.7,0.522,0.638,6.7,7.7,0.87,1.0,7.7,8.7,0.7,0.0,1.0,1.0,3.0,23.7
401,2020,Norman Powell,SG,26.0,TOR,11.0,0.0,24.8,4.6,9.5,0.49,2.0,4.7,0.423,2.6,4.7,0.558,0.596,2.1,2.6,0.793,0.4,2.0,2.4,1.0,0.5,0.3,1.0,2.6,13.4
402,2020,Josh Reaves,SF,22.0,DAL,2.0,0.0,4.5,0.5,1.5,0.333,0.0,0.5,0.0,0.5,1.0,0.5,0.333,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,2.0
403,2020,Josh Richardson,SG,26.0,PHI,4.0,4.0,36.0,5.0,14.0,0.357,2.5,7.0,0.357,2.5,7.0,0.357,0.446,4.3,4.5,0.944,1.0,2.8,3.8,3.3,0.5,0.5,2.0,3.0,16.8
404,2020,Austin Rivers,SG,27.0,HOU,12.0,0.0,17.6,1.6,5.1,0.311,0.8,2.9,0.257,0.8,2.2,0.385,0.385,0.8,1.1,0.769,0.2,2.3,2.5,1.3,0.6,0.1,0.7,1.8,4.8
405,2020,Andre Roberson,SF,28.0,OKC,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
406,2020,Duncan Robinson,SG,25.0,MIA,21.0,21.0,28.6,3.6,8.4,0.426,3.0,7.4,0.397,0.6,1.0,0.65,0.602,1.6,1.8,0.868,0.2,2.5,2.8,1.8,0.7,0.3,0.8,3.1,11.7
407,2020,Rajon Rondo,PG,33.0,LAL,16.0,0.0,24.7,3.4,7.6,0.455,1.3,3.1,0.4,2.2,4.4,0.493,0.537,0.8,1.2,0.684,0.8,3.5,4.3,6.6,1.4,0.1,2.1,2.3,8.9
408,2020,Terrence Ross,SG,28.0,ORL,5.0,0.0,27.0,6.0,12.8,0.469,2.0,6.0,0.333,4.0,6.8,0.588,0.547,2.4,2.8,0.857,0.2,4.2,4.4,1.0,0.8,0.2,1.6,2.8,16.4
409,2020,JaKarr Sampson,PF,26.0,IND,4.0,0.0,12.5,2.5,4.0,0.625,0.0,0.0,,2.5,4.0,0.625,0.625,0.0,0.0,,0.3,3.0,3.3,1.0,0.5,0.0,0.5,2.5,5.0
410,2020,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
411,2020,Dennis Schröder,PG,26.0,OKC,7.0,0.0,32.4,6.3,15.6,0.404,1.9,6.4,0.289,4.4,9.1,0.484,0.463,2.9,3.6,0.8,0.3,3.4,3.7,3.6,0.6,0.1,2.4,2.1,17.3
412,2020,Mike Scott,PF,31.0,PHI,4.0,0.0,5.0,0.3,1.3,0.2,0.0,0.5,0.0,0.3,0.8,0.333,0.2,1.0,1.0,1.0,0.5,1.5,2.0,0.3,0.0,0.0,0.0,0.5,1.5
413,2020,Landry Shamet,SG,22.0,LAC,13.0,4.0,18.7,1.8,4.5,0.407,1.2,3.2,0.357,0.7,1.3,0.529,0.534,0.4,0.5,0.714,0.0,1.7,1.7,1.3,0.5,0.2,1.0,1.4,5.2
414,2020,Pascal Siakam,PF,25.0,TOR,11.0,11.0,38.0,6.5,16.5,0.396,0.9,4.8,0.189,5.6,11.7,0.481,0.423,3.0,4.2,0.717,1.3,6.3,7.5,3.8,1.1,0.4,2.0,3.0,17.0
415,2020,Anfernee Simons,SG,20.0,POR,4.0,0.0,20.5,2.0,6.5,0.308,1.5,3.5,0.429,0.5,3.0,0.167,0.423,1.3,1.5,0.833,0.3,2.5,2.8,2.5,1.5,0.0,1.0,1.8,6.8
416,2020,Marcus Smart,SG,25.0,BOS,17.0,16.0,38.1,4.6,11.6,0.394,2.4,7.2,0.333,2.2,4.4,0.493,0.497,2.9,3.3,0.875,0.6,4.6,5.2,4.6,1.2,0.5,2.6,3.2,14.5
417,2020,J.R. Smith,SG,34.0,LAL,10.0,0.0,7.5,0.7,2.6,0.269,0.6,2.2,0.273,0.1,0.4,0.25,0.385,0.0,0.0,,0.0,0.3,0.3,0.3,0.2,0.0,0.7,1.1,2.0
418,2020,Edmond Sumner,SG,24.0,IND,3.0,0.0,13.7,0.7,2.3,0.286,0.0,1.0,0.0,0.7,1.3,0.5,0.286,0.7,0.7,1.0,0.3,1.7,2.0,0.0,0.0,0.0,0.7,1.7,2.0
419,2020,Jayson Tatum,PF,21.0,BOS,17.0,17.0,40.6,8.5,19.6,0.434,2.8,7.4,0.373,5.8,12.2,0.471,0.504,5.9,7.2,0.813,1.3,8.7,10.0,5.0,1.0,1.2,2.8,2.4,25.7
420,2020,Garrett Temple,SG,33.0,BRK,4.0,4.0,34.3,4.3,12.3,0.347,2.3,9.0,0.25,2.0,3.3,0.615,0.439,1.3,1.5,0.833,0.0,2.8,2.8,2.0,0.8,0.3,1.5,3.0,12.0
421,2020,Daniel Theis,C,27.0,BOS,17.0,17.0,28.4,3.6,6.9,0.521,0.2,1.5,0.154,3.4,5.4,0.626,0.538,1.5,1.9,0.788,1.9,5.2,7.1,1.5,0.4,1.2,0.9,3.9,8.9
422,2020,Lance Thomas,PF,31.0,BRK,3.0,0.0,5.7,0.3,1.7,0.2,0.0,0.7,0.0,0.3,1.0,0.333,0.2,0.7,1.3,0.5,0.3,0.7,1.0,0.0,0.0,0.3,0.0,0.7,1.3
423,2020,Matt Thomas,SG,25.0,TOR,10.0,0.0,8.4,1.3,2.1,0.619,0.5,1.2,0.417,0.8,0.9,0.889,0.738,0.0,0.0,,0.1,1.3,1.4,0.7,0.1,0.1,0.1,0.6,3.1
424,2020,Matisse Thybulle,SG,22.0,PHI,4.0,1.0,18.8,0.8,1.8,0.429,0.3,1.0,0.25,0.5,0.8,0.667,0.5,0.0,0.0,,0.3,1.5,1.8,0.5,0.8,0.3,0.5,1.5,1.8
425,2020,Gary Trent Jr.,SF,21.0,POR,5.0,1.0,30.6,3.2,9.0,0.356,2.0,4.8,0.417,1.2,4.2,0.286,0.467,1.2,1.4,0.857,1.0,1.0,2.0,0.6,0.8,0.0,1.0,3.2,9.6
426,2020,P.J. Tucker,PF,34.0,HOU,12.0,12.0,34.5,2.9,7.3,0.398,2.1,5.6,0.373,0.8,1.8,0.476,0.54,0.0,0.0,,1.9,5.3,7.2,1.5,1.1,0.3,1.0,3.9,7.9
427,2020,Rayjon Tucker,SG,22.0,UTA,2.0,0.0,5.5,1.0,2.5,0.4,0.5,1.5,0.333,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
428,2020,Myles Turner,C,23.0,IND,4.0,4.0,36.5,6.3,11.0,0.568,1.5,3.5,0.429,4.8,7.5,0.633,0.636,1.8,4.0,0.438,2.8,8.0,10.8,0.8,0.5,4.0,2.3,3.3,15.8
429,2020,Fred VanVleet,SG,25.0,TOR,11.0,11.0,39.1,6.9,17.3,0.4,3.9,10.0,0.391,3.0,7.3,0.413,0.513,1.9,2.3,0.84,0.5,3.9,4.4,6.9,1.6,0.6,2.0,2.5,19.6
430,2020,Gabe Vincent,PG,23.0,MIA,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,2020,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
432,2020,Noah Vonleh,C,24.0,DEN,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,2020,Nikola Vučević,C,29.0,ORL,5.0,5.0,37.0,11.2,22.2,0.505,3.6,8.8,0.409,7.6,13.4,0.567,0.586,2.0,2.2,0.909,1.8,9.2,11.0,4.0,0.8,0.6,2.6,2.6,28.0
434,2020,Dion Waiters,SG,28.0,LAL,5.0,0.0,7.6,0.8,2.4,0.333,0.0,0.8,0.0,0.8,1.6,0.5,0.333,0.4,0.4,1.0,0.0,0.4,0.4,0.4,0.2,0.2,0.2,0.4,2.0
435,2020,Kemba Walker,PG,29.0,BOS,17.0,17.0,36.9,6.6,15.1,0.441,2.3,7.4,0.31,4.4,7.6,0.569,0.518,4.1,4.8,0.852,0.4,3.7,4.1,5.1,0.9,0.4,1.9,2.5,19.6
436,2020,Brad Wanamaker,PG,30.0,BOS,17.0,0.0,16.1,1.7,3.5,0.483,0.7,1.6,0.444,1.0,1.9,0.515,0.583,0.8,0.9,0.875,0.1,1.9,2.0,1.8,0.7,0.2,1.1,1.9,4.9
437,2020,T.J. Warren,SF,26.0,IND,4.0,4.0,39.0,8.0,17.0,0.471,1.8,4.8,0.368,6.3,12.3,0.51,0.522,2.3,2.3,1.0,1.3,5.0,6.3,3.0,2.3,0.3,2.8,4.0,20.0
438,2020,Tremont Waters,PG,22.0,BOS,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
439,2020,Paul Watson,SF,25.0,TOR,2.0,0.0,4.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0
440,2020,Russell Westbrook,PG,31.0,HOU,8.0,8.0,32.8,7.4,17.5,0.421,1.0,4.1,0.242,6.4,13.4,0.477,0.45,2.1,4.0,0.531,1.4,5.6,7.0,4.6,1.5,0.3,3.8,2.9,17.9
441,2020,Hassan Whiteside,C,30.0,POR,5.0,3.0,21.2,2.6,4.8,0.542,0.2,0.2,1.0,2.4,4.6,0.522,0.563,1.4,2.8,0.5,1.4,5.6,7.0,0.4,0.2,2.0,1.2,3.4,6.8
442,2020,Grant Williams,PF,21.0,BOS,17.0,0.0,10.0,0.9,1.5,0.577,0.6,1.0,0.588,0.3,0.5,0.556,0.769,0.4,0.6,0.7,0.4,1.1,1.5,0.4,0.1,0.3,0.2,1.9,2.8
443,2020,Lou Williams,PG,33.0,LAC,13.0,0.0,26.2,4.8,11.2,0.425,0.9,3.9,0.235,3.8,7.3,0.526,0.466,2.3,2.8,0.811,0.5,2.6,3.2,4.2,0.8,0.2,1.6,1.4,12.8
444,2020,Marvin Williams,PF,33.0,MIL,10.0,0.0,17.9,2.1,4.7,0.447,1.0,2.3,0.435,1.1,2.4,0.458,0.553,0.3,0.3,1.0,1.3,3.5,4.8,0.9,0.5,0.3,0.3,1.4,5.5
